"",NSC,CONCUNIT,LCONC,PANEL,CELL,NLOGGI50
"107",15360,M,-4,Melanoma,SKMEL5,4
"108",15360,M,-4,Ovarian,SKOV3,4
"109",15360,M,-4,Renal,SN12C,4
"110",15360,M,-4,Central Nervous System,SNB19,4
"111",15360,M,-4,Central Nervous System,SNB75,4.311
"112",15360,,,,SR,
"113",15360,M,-4,Colon,SW620,4
"114",15360,,,,T47D,
"115",15360,M,-4,Renal,TK10,4
"116",15360,M,-4,Central Nervous System,U251,4
"117",15360,M,-4,Melanoma,UACC257,4
"118",15360,M,-4,Melanoma,UACC62,4
"119",15367,M,-4,Renal,7860,4
"120",15367,M,-4,Renal,A498,4
"121",15367,,,,A549,
"122",15367,M,-4,Renal,ACHN,4
"123",15367,,,,BT549,
"124",15367,M,-4,Renal,CAKI1,4
"125",15367,M,-4,Leukemia,CCRFCEM,4
"126",15367,M,-4,Colon,COLO205,4
"127",15367,,,,DU145,
"128",15367,M,-4,Non-Small Cell Lung,EKVX,4.231
"129",15367,M,-4,Colon,HCC2998,4.091
"130",15367,M,-4,Colon,HCT116,4
"131",15367,M,-4,Colon,HCT15,4
"132",15367,,,,HL60,
"133",15367,M,-4,Non-Small Cell Lung,HOP62,4
"134",15367,M,-4,Non-Small Cell Lung,HOP92,4
"135",15367,,,,HS578T,
"136",15367,M,-4,Colon,HT29,4.344
"137",15367,M,-4,Ovarian,IGROV1,4
"138",15367,M,-4,Leukemia,K562,4
"139",15367,M,-4,Colon,KM12,4.218
"140",15367,M,-4,Melanoma,LOXIMVI,4
"141",15367,M,-4,Melanoma,M14,4
"142",15367,M,-4,Melanoma,MALME3M,4
"143",15367,,,,MCF7,
"144",15367,,,,MDAMB231,
"145",15367,,,,MDAMB435,
"146",15367,,,,MDAMB468,
"147",15367,M,-4,Leukemia,MOLT4,4.284
"148",15367,,,,NCIADRRES,
"149",15367,,,,NCIH226,
"150",15367,M,-4,Non-Small Cell Lung,NCIH23,4
"151",15367,M,-4,Non-Small Cell Lung,NCIH322M,4
"152",15367,M,-4,Non-Small Cell Lung,NCIH460,4.389
"153",15367,M,-4,Non-Small Cell Lung,NCIH522,4
"154",15367,M,-4,Ovarian,OVCAR3,4.534
"155",15367,M,-4,Ovarian,OVCAR4,4
"156",15367,M,-4,Ovarian,OVCAR5,4
"157",15367,M,-4,Ovarian,OVCAR8,4
"158",15367,,,,PC3,
"159",15367,M,-4,Leukemia,RPMI8226,4.041
"160",15367,M,-4,Renal,RXF393,4
"161",15367,M,-4,Central Nervous System,SF268,4
"162",15367,M,-4,Central Nervous System,SF295,4
"163",15367,M,-4,Central Nervous System,SF539,4
"164",15367,M,-4,Melanoma,SKMEL2,4.098
"165",15367,M,-4,Melanoma,SKMEL28,4
"166",15367,M,-4,Melanoma,SKMEL5,4.2
"167",15367,M,-4,Ovarian,SKOV3,4
"168",15367,M,-4,Renal,SN12C,4
