"",NSC,CONCUNIT,LCONC,PANEL,CELL,NLOGGI50
"4813",623654,M,-4,Ovarian,OVCAR4,4.803
"4814",623654,M,-4,Ovarian,OVCAR5,4.685
"4815",623654,M,-4,Ovarian,OVCAR8,4.646
"4816",623654,M,-4,Prostate,PC3,4.839
"4817",623654,M,-4,Leukemia,RPMI8226,5.184
"4818",623654,M,-4,Renal,RXF393,4.947
"4819",623654,M,-4,Central Nervous System,SF268,4.482
"4820",623654,M,-4,Central Nervous System,SF295,4.788
"4821",623654,M,-4,Central Nervous System,SF539,4.754
"4822",623654,M,-4,Melanoma,SKMEL2,4.816
"4823",623654,M,-4,Melanoma,SKMEL28,4.713
"4824",623654,M,-4,Melanoma,SKMEL5,4.87
"4825",623654,M,-4,Ovarian,SKOV3,4.698
"4826",623654,M,-4,Renal,SN12C,4.747
"4827",623654,M,-4,Central Nervous System,SNB19,4.82
"4828",623654,M,-4,Central Nervous System,SNB75,4.741
"4829",623654,M,-4,Leukemia,SR,5.321
"4830",623654,M,-4,Colon,SW620,5.382
"4831",623654,M,-4,Breast,T47D,4.724
"4832",623654,M,-4,Renal,TK10,4.703
"4833",623654,M,-4,Central Nervous System,U251,4.999
"4834",623654,M,-4,Melanoma,UACC257,4.941
"4835",623654,M,-4,Melanoma,UACC62,4.873
"4836",623758,M,-4,Renal,7860,5.53
"4837",623758,M,-4,Renal,A498,4.65
"4838",623758,,,,A549,
"4839",623758,M,-4,Renal,ACHN,5.305
"4840",623758,M,-4,Breast,BT549,5.609
"4841",623758,M,-4,Renal,CAKI1,4.782
"4842",623758,M,-4,Leukemia,CCRFCEM,5.476
"4843",623758,M,-4,Colon,COLO205,4.774
"4844",623758,M,-4,Prostate,DU145,5.176
"4845",623758,M,-4,Non-Small Cell Lung,EKVX,4.813
"4846",623758,M,-4,Colon,HCC2998,4.751
"4847",623758,M,-4,Colon,HCT116,5.627
"4848",623758,M,-4,Colon,HCT15,5.422
"4849",623758,,,,HL60,
"4850",623758,M,-4,Non-Small Cell Lung,HOP62,4.784
"4851",623758,M,-4,Non-Small Cell Lung,HOP92,4.924
"4852",623758,,,,HS578T,
"4853",623758,M,-4,Colon,HT29,4.72
"4854",623758,M,-4,Ovarian,IGROV1,5.02
"4855",623758,M,-4,Leukemia,K562,5.513
"4856",623758,M,-4,Colon,KM12,5.028
"4857",623758,M,-4,Melanoma,LOXIMVI,5.646
"4858",623758,M,-4,Melanoma,M14,5.235
"4859",623758,M,-4,Melanoma,MALME3M,4.825
"4860",623758,M,-4,Breast,MCF7,5.7
"4861",623758,,,,MDAMB231,
"4862",623758,,,,MDAMB435,
"4863",623758,,,,MDAMB468,
"4864",623758,M,-4,Leukemia,MOLT4,5.614
"4865",623758,,,,NCIADRRES,
"4866",623758,M,-4,Non-Small Cell Lung,NCIH226,4.843
"4867",623758,M,-4,Non-Small Cell Lung,NCIH23,5.465
"4868",623758,M,-4,Non-Small Cell Lung,NCIH322M,4.824
"4869",623758,M,-4,Non-Small Cell Lung,NCIH460,5.062
"4870",623758,M,-4,Non-Small Cell Lung,NCIH522,5.543
"4871",623758,M,-4,Ovarian,OVCAR3,5.65
"4872",623758,M,-4,Ovarian,OVCAR4,5.695
"4873",623758,M,-4,Ovarian,OVCAR5,4.667
"4874",623758,M,-4,Ovarian,OVCAR8,5.543
"4875",623758,M,-4,Prostate,PC3,5.646
"4876",623758,M,-4,Leukemia,RPMI8226,5.533
"4877",623758,M,-4,Renal,RXF393,5.052
"4878",623758,M,-4,Central Nervous System,SF268,5.364
"4879",623758,M,-4,Central Nervous System,SF295,4.745
"4880",623758,M,-4,Central Nervous System,SF539,5.242
"4881",623758,M,-4,Melanoma,SKMEL2,4.777
"4882",623758,M,-4,Melanoma,SKMEL28,5.006
"4883",623758,M,-4,Melanoma,SKMEL5,5.534
"4884",623758,M,-4,Ovarian,SKOV3,4.662
"4885",623758,M,-4,Renal,SN12C,5.481
"4886",623758,M,-4,Central Nervous System,SNB19,5.213
"4887",623758,M,-4,Central Nervous System,SNB75,4.815
"4888",623758,M,-4,Leukemia,SR,5.485
"4889",623758,M,-4,Colon,SW620,5.604
"4890",623758,M,-4,Breast,T47D,5.344
"4891",623758,M,-4,Renal,TK10,4.644
"4892",623758,M,-4,Central Nervous System,U251,5.388
"4893",623758,M,-4,Melanoma,UACC257,5.261
"4894",623758,M,-4,Melanoma,UACC62,5.342
"4895",626735,M,-3,Renal,7860,3.899
"4896",626735,M,-4,Renal,A498,4
"4897",626735,M,-3,Renal,A498,3.608
"4898",626735,,,,A549,
"4899",626735,M,-4,Renal,ACHN,4
"4900",626735,M,-3,Renal,ACHN,3.846
"4901",626735,M,-4,Breast,BT549,4
"4902",626735,M,-4,Renal,CAKI1,4
"4903",626735,M,-3,Renal,CAKI1,3.735
"4904",626735,M,-4,Leukemia,CCRFCEM,4
"4905",626735,M,-3,Leukemia,CCRFCEM,3.179
"4906",626735,M,-4,Colon,COLO205,4
"4907",626735,M,-3,Colon,COLO205,3.257
"4908",626735,M,-4,Prostate,DU145,4
"4909",626735,M,-3,Prostate,DU145,3.761
"4910",626735,M,-4,Non-Small Cell Lung,EKVX,4
"4911",626735,M,-3,Non-Small Cell Lung,EKVX,3
"4912",626735,M,-4,Colon,HCC2998,4
"4913",626735,M,-3,Colon,HCC2998,3
"4914",626735,M,-4,Colon,HCT116,4
"4915",626735,M,-3,Colon,HCT116,3.896
"4916",626735,M,-4,Colon,HCT15,4
"4917",626735,M,-3,Colon,HCT15,3
"4918",626735,,,,HL60,
"4919",626735,M,-4,Non-Small Cell Lung,HOP62,4.379
"4920",626735,M,-3,Non-Small Cell Lung,HOP62,3.954
"4921",626735,M,-4,Non-Small Cell Lung,HOP92,4.603
"4922",626735,M,-3,Non-Small Cell Lung,HOP92,3.971
"4923",626735,M,-4,Breast,HS578T,4.331
"4924",626735,M,-3,Breast,HS578T,4.544
"4925",626735,M,-4,Colon,HT29,4
"4926",626735,M,-3,Colon,HT29,3.244
"4927",626735,M,-4,Ovarian,IGROV1,4.137
"4928",626735,M,-3,Ovarian,IGROV1,3.665
"4929",626735,M,-4,Leukemia,K562,4
"4930",626735,M,-3,Leukemia,K562,3.055
"4931",626735,M,-4,Colon,KM12,4
"4932",626735,M,-3,Colon,KM12,3.358
"4933",626735,M,-4,Melanoma,LOXIMVI,4
"4934",626735,M,-3,Melanoma,LOXIMVI,3.273
"4935",626735,M,-4,Melanoma,M14,4
"4936",626735,M,-3,Melanoma,M14,3.548
"4937",626735,M,-4,Melanoma,MALME3M,4
"4938",626735,M,-3,Melanoma,MALME3M,3.497
"4939",626735,M,-4,Breast,MCF7,4
"4940",626735,,,,MDAMB231,
"4941",626735,M,-4,Melanoma,MDAMB435,4
"4942",626735,M,-3,Melanoma,MDAMB435,3.804
"4943",626735,,,,MDAMB468,
"4944",626735,M,-4,Leukemia,MOLT4,4
"4945",626735,M,-3,Leukemia,MOLT4,3.158
"4946",626735,M,-4,Ovarian,NCIADRRES,4
"4947",626735,M,-3,Ovarian,NCIADRRES,3.748
"4948",626735,M,-4,Non-Small Cell Lung,NCIH226,4.158
"4949",626735,M,-3,Non-Small Cell Lung,NCIH226,3.585
"4950",626735,M,-4,Non-Small Cell Lung,NCIH23,4.161
"4951",626735,M,-3,Non-Small Cell Lung,NCIH23,3.479
"4952",626735,M,-4,Non-Small Cell Lung,NCIH322M,4
"4953",626735,M,-3,Non-Small Cell Lung,NCIH322M,3.363
"4954",626735,M,-4,Non-Small Cell Lung,NCIH460,4
"4955",626735,M,-3,Non-Small Cell Lung,NCIH460,3.228
"4956",626735,M,-4,Non-Small Cell Lung,NCIH522,4.107
"4957",626735,M,-3,Non-Small Cell Lung,NCIH522,3.415
"4958",626735,M,-4,Ovarian,OVCAR3,4
"4959",626735,M,-3,Ovarian,OVCAR3,3.706
"4960",626735,M,-4,Ovarian,OVCAR4,4.181
"4961",626735,M,-3,Ovarian,OVCAR4,3.422
"4962",626735,M,-4,Ovarian,OVCAR5,4
"4963",626735,M,-3,Ovarian,OVCAR5,3.278
"4964",626735,M,-4,Ovarian,OVCAR8,4.038
"4965",626735,M,-3,Ovarian,OVCAR8,3.452
"4966",626735,M,-4,Prostate,PC3,4
"4967",626735,M,-3,Prostate,PC3,3.818
"4968",626735,M,-4,Leukemia,RPMI8226,4
"4969",626735,M,-3,Leukemia,RPMI8226,3.14
"4970",626735,M,-4,Renal,RXF393,4.433
"4971",626735,M,-3,Renal,RXF393,4.305
"4972",626735,M,-4,Central Nervous System,SF268,4.356
"4973",626735,M,-3,Central Nervous System,SF268,4.186
"4974",626735,M,-4,Central Nervous System,SF295,4.312
"4975",626735,M,-3,Central Nervous System,SF295,3.741
"4976",626735,M,-4,Central Nervous System,SF539,4.298
"4977",626735,M,-3,Central Nervous System,SF539,4.063
"4978",626735,M,-4,Melanoma,SKMEL2,4
"4979",626735,M,-3,Melanoma,SKMEL2,3.65
"4980",626735,M,-4,Melanoma,SKMEL28,4
"4981",626735,M,-3,Melanoma,SKMEL28,3.388
"4982",626735,M,-4,Melanoma,SKMEL5,4
"4983",626735,M,-3,Melanoma,SKMEL5,3.387
"4984",626735,M,-4,Ovarian,SKOV3,4.43
"4985",626735,M,-3,Ovarian,SKOV3,3.989
"4986",626735,M,-4,Renal,SN12C,4.186
"4987",626735,M,-3,Renal,SN12C,3.398
"4988",626735,M,-4,Central Nervous System,SNB19,4.191
"4989",626735,M,-3,Central Nervous System,SNB19,3.506
"4990",626735,M,-4,Central Nervous System,SNB75,4.468
"4991",626735,M,-3,Central Nervous System,SNB75,4.565
"4992",626735,M,-4,Leukemia,SR,4
"4993",626735,M,-3,Leukemia,SR,3.358
"4994",626735,M,-4,Colon,SW620,4
"4995",626735,M,-3,Colon,SW620,3
"4996",626735,M,-4,Breast,T47D,4
"4997",626735,M,-3,Breast,T47D,4.216
"4998",626735,M,-4,Renal,TK10,4
"4999",626735,M,-3,Renal,TK10,3.684
"5000",626735,M,-4,Central Nervous System,U251,4.221
"5001",626735,M,-3,Central Nervous System,U251,3.882
"5002",626735,M,-4,Melanoma,UACC257,4
"5003",626735,M,-3,Melanoma,UACC257,3.261
"5004",626735,M,-4,Melanoma,UACC62,4
"5005",626735,M,-3,Melanoma,UACC62,3.323
"5006",630658,M,-4,Renal,7860,4.007
"5007",630658,M,-4,Renal,A498,4
"5008",630658,,,,A549,
"5009",630658,M,-4,Renal,ACHN,4.33
"5010",630658,,,,BT549,
"5011",630658,,,,CAKI1,
"5012",630658,M,-4,Leukemia,CCRFCEM,4.236
"5013",630658,M,-4,Colon,COLO205,4
"5014",630658,,,,DU145,
"5015",630658,M,-4,Non-Small Cell Lung,EKVX,4
"5016",630658,M,-4,Colon,HCC2998,4
"5017",630658,M,-4,Colon,HCT116,4.316
"5018",630658,M,-4,Colon,HCT15,4
"5019",630658,,,,HL60,
"5020",630658,M,-4,Non-Small Cell Lung,HOP62,4
"5021",630658,M,-4,Non-Small Cell Lung,HOP92,4
"5022",630658,,,,HS578T,
"5023",630658,M,-4,Colon,HT29,4
"5024",630658,M,-4,Ovarian,IGROV1,4
"5025",630658,M,-4,Leukemia,K562,4
"5026",630658,M,-4,Colon,KM12,4
"5027",630658,M,-4,Melanoma,LOXIMVI,4
"5028",630658,M,-4,Melanoma,M14,4
"5029",630658,M,-4,Melanoma,MALME3M,4.279
"5030",630658,,,,MCF7,
"5031",630658,,,,MDAMB231,
"5032",630658,,,,MDAMB435,
"5033",630658,,,,MDAMB468,
"5034",630658,M,-4,Leukemia,MOLT4,4.624
"5035",630658,,,,NCIADRRES,
"5036",630658,,,,NCIH226,
"5037",630658,M,-4,Non-Small Cell Lung,NCIH23,4.024
"5038",630658,M,-4,Non-Small Cell Lung,NCIH322M,4
"5039",630658,M,-4,Non-Small Cell Lung,NCIH460,4
"5040",630658,M,-4,Non-Small Cell Lung,NCIH522,4.373
"5041",630658,M,-4,Ovarian,OVCAR3,4
"5042",630658,M,-4,Ovarian,OVCAR4,4
"5043",630658,M,-4,Ovarian,OVCAR5,4
"5044",630658,M,-4,Ovarian,OVCAR8,4
"5045",630658,,,,PC3,
"5046",630658,M,-4,Leukemia,RPMI8226,4.087
"5047",630658,,,,RXF393,
"5048",630658,M,-4,Central Nervous System,SF268,4.627
"5049",630658,M,-4,Central Nervous System,SF295,4
"5050",630658,M,-4,Central Nervous System,SF539,4.826
"5051",630658,M,-4,Melanoma,SKMEL2,4
"5052",630658,M,-4,Melanoma,SKMEL28,4.541
"5053",630658,M,-4,Melanoma,SKMEL5,4
"5054",630658,M,-4,Ovarian,SKOV3,4
"5055",630658,M,-4,Renal,SN12C,4
"5056",630658,M,-4,Central Nervous System,SNB19,4
"5057",630658,M,-4,Central Nervous System,SNB75,4
"5058",630658,,,,SR,
"5059",630658,M,-4,Colon,SW620,4
"5060",630658,,,,T47D,
"5061",630658,M,-4,Renal,TK10,4
"5062",630658,M,-4,Central Nervous System,U251,4
"5063",630658,M,-4,Melanoma,UACC257,4
"5064",630658,M,-4,Melanoma,UACC62,4.169
"5065",638836,M,-4,Renal,7860,4.395
"5066",638836,M,-4,Renal,A498,4
"5067",638836,,,,A549,
"5068",638836,M,-4,Renal,ACHN,4.153
"5069",638836,,,,BT549,
"5070",638836,M,-4,Renal,CAKI1,4
"5071",638836,M,-4,Leukemia,CCRFCEM,5.076
"5072",638836,M,-4,Colon,COLO205,4.258
"5073",638836,,,,DU145,
"5074",638836,M,-4,Non-Small Cell Lung,EKVX,4
"5075",638836,M,-4,Colon,HCC2998,4.243
"5076",638836,M,-4,Colon,HCT116,4.871
"5077",638836,M,-4,Colon,HCT15,4.549
"5078",638836,,,,HL60,
"5079",638836,M,-4,Non-Small Cell Lung,HOP62,4
"5080",638836,,,,HOP92,
"5081",638836,,,,HS578T,
"5082",638836,M,-4,Colon,HT29,4
"5083",638836,M,-4,Ovarian,IGROV1,4.388
"5084",638836,M,-4,Leukemia,K562,4.929
"5085",638836,M,-4,Colon,KM12,4
"5086",638836,M,-4,Melanoma,LOXIMVI,5.004
"5087",638836,M,-4,Melanoma,M14,4
"5088",638836,M,-4,Melanoma,MALME3M,4
"5089",638836,,,,MCF7,
"5090",638836,,,,MDAMB231,
"5091",638836,,,,MDAMB435,
"5092",638836,,,,MDAMB468,
"5093",638836,M,-4,Leukemia,MOLT4,4.908
"5094",638836,,,,NCIADRRES,
"5095",638836,M,-4,Non-Small Cell Lung,NCIH226,4
"5096",638836,M,-4,Non-Small Cell Lung,NCIH23,4
"5097",638836,M,-4,Non-Small Cell Lung,NCIH322M,4
"5098",638836,M,-4,Non-Small Cell Lung,NCIH460,4.325
"5099",638836,M,-4,Non-Small Cell Lung,NCIH522,4
"5100",638836,M,-4,Ovarian,OVCAR3,4
"5101",638836,M,-4,Ovarian,OVCAR4,4
"5102",638836,M,-4,Ovarian,OVCAR5,4
"5103",638836,M,-4,Ovarian,OVCAR8,4.227
"5104",638836,,,,PC3,
"5105",638836,M,-4,Leukemia,RPMI8226,4.783
"5106",638836,M,-4,Renal,RXF393,4
"5107",638836,M,-4,Central Nervous System,SF268,4
"5108",638836,M,-4,Central Nervous System,SF295,4
"5109",638836,M,-4,Central Nervous System,SF539,4.847
"5110",638836,M,-4,Melanoma,SKMEL2,4
"5111",638836,M,-4,Melanoma,SKMEL28,4
"5112",638836,M,-4,Melanoma,SKMEL5,4.216
"5113",638836,M,-4,Ovarian,SKOV3,4
"5114",638836,M,-4,Renal,SN12C,4
"5115",638836,M,-4,Central Nervous System,SNB19,4.555
