"",DRUG_ID,COSMIC_ID,LN_IC50,MAX_CONC_MICROMOLAR,Cell_Line,Drug_Name,Synonyms
"1492",,,,,EBC1,ERLOTINIB,
"1493",,,,,EFM19,ERLOTINIB,
"1494",,,,,EFO21,ERLOTINIB,
"1495",,,,,EFO27,ERLOTINIB,
"1496",1,906855,3.10113917,2,EM2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1497",,,,,EN,ERLOTINIB,
"1498",1,1240128,2.61447955,2,ES2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1499",,,,,ESS1,ERLOTINIB,
"1500",,,,,FADU,ERLOTINIB,
"1501",,,,,FU97,ERLOTINIB,
"1502",,,,,FUOV1,ERLOTINIB,
"1503",,,,,G361,ERLOTINIB,
"1504",,,,,G401,ERLOTINIB,
"1505",,,,,G402,ERLOTINIB,
"1506",,,,,GAMG,ERLOTINIB,
"1507",1,687568,3.28693376,2,GB1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1508",1,906869,-0.0442935,2,GCIY,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1509",,,,,GCT,ERLOTINIB,
"1510",1,906871,2.95504357,2,GI1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1511",,,,,GMS10,ERLOTINIB,
"1512",1,1303897,3.05529499,2,GRANTA519,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1513",,,,,H4,ERLOTINIB,
"1514",,,,,HARA,ERLOTINIB,
"1515",1,749711,3.16492237,2,HCC1187,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1516",,,,,HCC1395,ERLOTINIB,
"1517",,,,,HCC15,ERLOTINIB,
"1518",,,,,HCC1569,ERLOTINIB,
"1519",,,,,HCC1806,ERLOTINIB,
"1520",,,,,HCC1954,ERLOTINIB,
"1521",,,,,HCC44,ERLOTINIB,
"1522",,,,,HCC56,ERLOTINIB,
"1523",,,,,HCC70,ERLOTINIB,
"1524",,,,,HCC78,ERLOTINIB,
"1525",,,,,HCC827,ERLOTINIB,
"1526",,,,,HCT116,ERLOTINIB,
"1527",,,,,HCT15,ERLOTINIB,
"1528",1,907050,2.33538502,2,HDMYZ,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1529",,,,,HDQP1,ERLOTINIB,
"1530",,,,,HGC27,ERLOTINIB,
"1531",1,907056,3.8409835,2,HH,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1532",,,,,HLE,ERLOTINIB,
"1533",,,,,HOS,ERLOTINIB,
"1534",,,,,HPAC,ERLOTINIB,
"1535",,,,,HPAFII,ERLOTINIB,
"1536",,,,,HS578T,ERLOTINIB,
"1537",,,,,HS683,ERLOTINIB,
"1538",,,,,HS746T,ERLOTINIB,
"1539",,,,,HS766T,ERLOTINIB,
"1540",,,,,HS939T,ERLOTINIB,
"1541",,,,,HSC2,ERLOTINIB,
"1542",1,907063,3.0723145,2,HT,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1543",,,,,HT1080,ERLOTINIB,
"1544",,,,,HT1197,ERLOTINIB,
"1545",,,,,HT1376,ERLOTINIB,
"1546",1,907067,2.23167299,2,HT144,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1547",,,,,HT29,ERLOTINIB,
"1548",,,,,HUCCT1,ERLOTINIB,
"1549",,,,,HUH1,ERLOTINIB,
"1550",,,,,HUPT3,ERLOTINIB,
"1551",,,,,HUPT4,ERLOTINIB,
"1552",,,,,IALM,ERLOTINIB,
"1553",,,,,IGR37,ERLOTINIB,
"1554",,,,,IGROV1,ERLOTINIB,
"1555",,,,,IM95,ERLOTINIB,
"1556",,,,,IPC298,ERLOTINIB,
"1557",1,907173,3.13513105,2,ISTMES1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1558",,,,,J82,ERLOTINIB,
"1559",,,,,JHH2,ERLOTINIB,
"1560",,,,,JHH4,ERLOTINIB,
"1561",,,,,JHH6,ERLOTINIB,
"1562",,,,,JHH7,ERLOTINIB,
"1563",,,,,JHOS2,ERLOTINIB,
"1564",,,,,JHOS4,ERLOTINIB,
"1565",1,1327768,2.14331598,2,JM1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1566",,,,,JURKAT,ERLOTINIB,
"1567",1,907270,3.30216162,2,JVM3,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1568",1,907271,2.88142601,2,KALS1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1569",1,907273,2.69634332,2,KARPAS299,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1570",1,907274,3.16607302,2,KARPAS422,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1571",,,,,KARPAS620,ERLOTINIB,
"1572",1,1330931,2.26579326,2,KCL22,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1573",1,753618,2.97060398,2,KELLY,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1574",1,907278,2.61236824,2,KG1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1575",,,,,KLE,ERLOTINIB,
"1576",,,,,KMRC1,ERLOTINIB,
"1577",,,,,KMS11,ERLOTINIB,
"1578",,,,,KMS12BM,ERLOTINIB,
"1579",1,907282,2.28410673,2,KNS42,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1580",,,,,KNS62,ERLOTINIB,
"1581",,,,,KO52,ERLOTINIB,
"1582",,,,,KP1N,ERLOTINIB,
"1583",,,,,KP2,ERLOTINIB,
"1584",,,,,KP3,ERLOTINIB,
"1585",,,,,KP4,ERLOTINIB,
"1586",1,907311,2.86523864,2,KU812,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1587",1,909975,2.6026837,2,KURAMOCHI,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1588",,,,,KYM1,ERLOTINIB,
"1589",,,,,KYSE140,ERLOTINIB,
"1590",,,,,KYSE150,ERLOTINIB,
"1591",,,,,KYSE180,ERLOTINIB,
"1592",,,,,KYSE30,ERLOTINIB,
"1593",,,,,KYSE410,ERLOTINIB,
"1594",,,,,KYSE450,ERLOTINIB,
"1595",,,,,KYSE510,ERLOTINIB,
"1596",,,,,KYSE520,ERLOTINIB,
"1597",,,,,KYSE70,ERLOTINIB,
"1598",1,924239,2.79188195,2,L363,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1599",1,907322,3.08861186,2,L428,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1600",,,,,LCLC103H,ERLOTINIB,
"1601",,,,,LN18,ERLOTINIB,
"1602",,,,,LN229,ERLOTINIB,
"1603",,,,,LOUNH91,ERLOTINIB,
"1604",1,905974,2.89623316,2,LOXIMVI,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1605",1,907791,2.51783353,2,LP1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1606",1,907792,1.52898662,2,LS123,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1607",1,907794,2.53886837,2,LS411N,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1608",1,907795,-0.17694048,2,LS513,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1609",,,,,MALME3M,ERLOTINIB,
"1610",1,907799,0.84100698,2,MC116,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1611",,,,,MCAS,ERLOTINIB,
"1612",,,,,MCF7,ERLOTINIB,
"1613",,,,,MDAMB157,ERLOTINIB,
"1614",,,,,MDAMB175VII,ERLOTINIB,
"1615",,,,,MDAMB415,ERLOTINIB,
"1616",,,,,MDAMB436,ERLOTINIB,
"1617",,,,,MDAMB453,ERLOTINIB,
"1618",,,,,MDAMB468,ERLOTINIB,
"1619",1,908126,1.87143131,2,MEG01,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1620",,,,,MELHO,ERLOTINIB,
"1621",,,,,MESSA,ERLOTINIB,
"1622",,,,,MEWO,ERLOTINIB,
"1623",,,,,MFE280,ERLOTINIB,
"1624",,,,,MFE296,ERLOTINIB,
"1625",,,,,MFE319,ERLOTINIB,
"1626",,,,,MG63,ERLOTINIB,
"1627",,,,,MHHES1,ERLOTINIB,
"1628",,,,,MIAPACA2,ERLOTINIB,
"1629",,,,,MKN45,ERLOTINIB,
"1630",,,,,MKN7,ERLOTINIB,
"1631",,,,,MOGGCCM,ERLOTINIB,
"1632",1,1330950,3.05013312,2,MOLP8,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1633",,,,,MOLT16,ERLOTINIB,
"1634",1,908150,1.26086341,2,MPP89,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1635",,,,,MSTO211H,ERLOTINIB,
"1636",,,,,NCIH1048,ERLOTINIB,
"1637",1,687997,3.41186849,2,NCIH1092,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1638",,,,,NCIH1155,ERLOTINIB,
"1639",,,,,NCIH1299,ERLOTINIB,
"1640",,,,,NCIH1341,ERLOTINIB,
"1641",1,724866,0.95851982,2,NCIH1355,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1642",,,,,NCIH1563,ERLOTINIB,
"1643",,,,,NCIH1568,ERLOTINIB,
"1644",,,,,NCIH1573,ERLOTINIB,
"1645",1,908471,2.48597084,2,NCIH1581,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1646",1,687799,-3.12842785,2,NCIH1648,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1647",,,,,NCIH1650,ERLOTINIB,
"1648",,,,,NCIH1651,ERLOTINIB,
"1649",,,,,NCIH1666,ERLOTINIB,
"1650",,,,,NCIH1693,ERLOTINIB,
"1651",1,688006,3.39276145,2,NCIH1694,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1652",,,,,NCIH1703,ERLOTINIB,
"1653",,,,,NCIH1792,ERLOTINIB,
"1654",,,,,NCIH1793,ERLOTINIB,
"1655",1,1240183,0.50954986,2,NCIH1869,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1656",,,,,NCIH1915,ERLOTINIB,
"1657",,,,,NCIH1944,ERLOTINIB,
"1658",,,,,NCIH1975,ERLOTINIB,
"1659",,,,,NCIH2009,ERLOTINIB,
"1660",,,,,NCIH2023,ERLOTINIB,
"1661",,,,,NCIH2030,ERLOTINIB,
"1662",,,,,NCIH2052,ERLOTINIB,
"1663",,,,,NCIH2085,ERLOTINIB,
"1664",,,,,NCIH2087,ERLOTINIB,
"1665",1,1240189,3.18894848,2,NCIH211,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1666",,,,,NCIH2122,ERLOTINIB,
"1667",,,,,NCIH2170,ERLOTINIB,
"1668",,,,,NCIH2172,ERLOTINIB,
"1669",,,,,NCIH2228,ERLOTINIB,
"1670",1,905941,3.21537536,2,NCIH226,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1671",1,905942,3.30333788,2,NCIH23,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1672",,,,,NCIH2444,ERLOTINIB,
"1673",,,,,NCIH2452,ERLOTINIB,
"1674",,,,,NCIH28,ERLOTINIB,
"1675",,,,,NCIH358,ERLOTINIB,
"1676",,,,,NCIH441,ERLOTINIB,
"1677",,,,,NCIH460,ERLOTINIB,
"1678",,,,,NCIH520,ERLOTINIB,
"1679",,,,,NCIH522,ERLOTINIB,
"1680",,,,,NCIH647,ERLOTINIB,
"1681",,,,,NCIH650,ERLOTINIB,
"1682",,,,,NCIH661,ERLOTINIB,
"1683",,,,,NCIH727,ERLOTINIB,
"1684",1,908457,1.21172142,2,NCIH747,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1685",,,,,NCIH810,ERLOTINIB,
"1686",,,,,NCIN87,ERLOTINIB,
"1687",,,,,NUGC3,ERLOTINIB,
"1688",,,,,NUGC4,ERLOTINIB,
"1689",,,,,OC314,ERLOTINIB,
"1690",1,910947,1.83416373,2,OCIAML2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1691",1,1330983,2.35627552,2,OCIAML5,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1692",,,,,OCUM1,ERLOTINIB,
"1693",,,,,OE21,ERLOTINIB,
"1694",,,,,OE33,ERLOTINIB,
"1695",1,909248,2.49403211,2,ONS76,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1696",1,909249,2.69956864,2,OPM2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1697",,,,,OV90,ERLOTINIB,
"1698",1,905990,0.56472054,2,OVCAR4,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1699",,,,,OVCAR8,ERLOTINIB,
"1700",,,,,OVTOKO,ERLOTINIB,
"1701",,,,,P12ICHIKAWA,ERLOTINIB,
"1702",1,909253,2.44112107,2,P31FUJ,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1703",,,,,PANC0203,ERLOTINIB,
"1704",,,,,PANC0327,ERLOTINIB,
"1705",,,,,PANC0403,ERLOTINIB,
"1706",,,,,PANC1005,ERLOTINIB,
"1707",,,,,PATU8902,ERLOTINIB,
"1708",,,,,PC14,ERLOTINIB,
"1709",,,,,PC3,ERLOTINIB,
"1710",1,910546,2.67116576,2,PSN1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1711",,,,,QGP1,ERLOTINIB,
"1712",1,909262,3.15822634,2,RAJI,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1713",,,,,RD,ERLOTINIB,
"1714",1,909696,2.92020366,2,REH,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1715",,,,,RERFGC1B,ERLOTINIB,
"1716",,,,,RERFLCMS,ERLOTINIB,
"1717",,,,,RKN,ERLOTINIB,
"1718",1,909698,2.94359979,2,RKO,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1719",1,930082,0.79491977,2,RL952,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1720",,,,,RPMI7951,ERLOTINIB,
"1721",,,,,RPMI8402,ERLOTINIB,
"1722",,,,,RT112,ERLOTINIB,
"1723",,,,,RT4,ERLOTINIB,
"1724",,,,,RVH421,ERLOTINIB,
"1725",,,,,SAOS2,ERLOTINIB,
"1726",,,,,SBC5,ERLOTINIB,
"1727",,,,,SCABER,ERLOTINIB,
"1728",,,,,SCC25,ERLOTINIB,
"1729",,,,,SCC9,ERLOTINIB,
"1730",1,909712,3.3627454,2,SF126,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1731",,,,,SF295,ERLOTINIB,
"1732",1,724872,2.59579591,2,SHP77,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1733",1,909715,1.31119354,2,SIGM5,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1734",1,753620,3.58733777,2,SIMA,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1735",,,,,SJRH30,ERLOTINIB,
"1736",1,909717,3.14765633,2,SJSA1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1737",,,,,SKCO1,ERLOTINIB,
"1738",1,684072,2.04107364,2,SKES1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1739",,,,,SKHEP1,ERLOTINIB,
"1740",1,909720,3.03466597,2,SKLMS1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1741",,,,,SKLU1,ERLOTINIB,
"1742",1,905955,3.42959835,2,SKMEL2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1743",,,,,SKMEL24,ERLOTINIB,
"1744",,,,,SKMEL30,ERLOTINIB,
"1745",,,,,SKMEL31,ERLOTINIB,
"1746",,,,,SKMEL5,ERLOTINIB,
"1747",,,,,SKMES1,ERLOTINIB,
"1748",1,753612,3.46740655,2,SKMM2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1749",,,,,SKNAS,ERLOTINIB,
"1750",1,688086,2.75554953,2,SKNDZ,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1751",,,,,SKNFI,ERLOTINIB,
"1752",,,,,SKNSH,ERLOTINIB,
"1753",,,,,SKOV3,ERLOTINIB,
"1754",,,,,SNGM,ERLOTINIB,
"1755",,,,,SNU182,ERLOTINIB,
"1756",,,,,SNU387,ERLOTINIB,
"1757",,,,,SNU398,ERLOTINIB,
"1758",,,,,SNU423,ERLOTINIB,
"1759",,,,,SNU449,ERLOTINIB,
"1760",,,,,SNU475,ERLOTINIB,
"1761",,,,,SU8686,ERLOTINIB,
"1762",,,,,SUDHL10,ERLOTINIB,
"1763",1,1331035,-0.20854189,2,SUDHL4,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1764",1,1331037,1.11738216,2,SUDHL6,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1765",1,1331038,1.58942835,2,SUDHL8,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1766",,,,,SUIT2,ERLOTINIB,
"1767",1,1331040,1.94011316,2,SUPM2,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1768",1,909743,3.02203281,2,SUPT1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1769",,,,,SW1088,ERLOTINIB,
"1770",,,,,SW1271,ERLOTINIB,
"1771",,,,,SW1417,ERLOTINIB,
"1772",,,,,SW1573,ERLOTINIB,
"1773",,,,,SW1990,ERLOTINIB,
"1774",,,,,SW403,ERLOTINIB,
"1775",,,,,SW48,ERLOTINIB,
"1776",,,,,SW620,ERLOTINIB,
"1777",,,,,SW780,ERLOTINIB,
"1778",,,,,SW900,ERLOTINIB,
"1779",,,,,T24,ERLOTINIB,
"1780",,,,,T47D,ERLOTINIB,
"1781",,,,,T84,ERLOTINIB,
"1782",,,,,T98G,ERLOTINIB,
"1783",1,1240221,2.67898886,2,TC71,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1784",,,,,TCCSUP,ERLOTINIB,
"1785",1,753621,-1.40003601,2,TE1,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1786",,,,,TE11,ERLOTINIB,
"1787",1,753614,0.95660767,2,TE15,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1788",1,735784,0.55647661,2,TE5,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1789",,,,,TE9,ERLOTINIB,
"1790",,,,,TOV112D,ERLOTINIB,
"1791",,,,,TOV21G,ERLOTINIB,
"1792",,,,,TT2609C02,ERLOTINIB,
"1793",,,,,TYKNU,ERLOTINIB,
"1794",,,,,U118MG,ERLOTINIB,
"1795",,,,,U2OS,ERLOTINIB,
"1796",1,687590,3.81492354,2,U87MG,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1797",1,905977,3.28859338,2,UACC257,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1798",,,,,UACC62,ERLOTINIB,
"1799",1,910910,3.44757336,2,UACC812,ERLOTINIB,"Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415"
"1800",,,,,UMUC3,ERLOTINIB,
"1801",,,,,VMRCLCD,ERLOTINIB,
"1802",,,,,VMRCRCW,ERLOTINIB,
"1803",,,,,VMRCRCZ,ERLOTINIB,
"1804",,,,,WM115,ERLOTINIB,
"1805",,,,,YKG1,ERLOTINIB,
"1806",,,,,ZR7530,ERLOTINIB,
"1807",1494,924100,-4.74858243,0.05,22RV1,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1808",1494,687561,-5.58301106,0.05,42MGBA,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1809",1494,687452,-5.82944361,0.05,5637,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1810",1494,906798,-6.66193522,0.05,639V,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1811",1494,906800,-5.84410985,0.05,697,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1812",1494,910922,-3.70784543,0.05,769P,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1813",1494,905947,-5.57452756,0.05,7860,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1814",1494,906795,-3.49749038,0.05,8305C,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1815",1494,924102,-4.38256562,0.05,8505C,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1816",1494,687562,-6.24307493,0.05,8MGBA,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1817",1494,687563,-4.30178102,0.05,A172,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1818",1494,910784,-5.97067231,0.05,A204,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1819",1494,906792,-6.39446991,0.05,A2058,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1820",1494,906794,-5.20042514,0.05,A253,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1821",1494,906804,-1.30998115,0.05,A2780,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1822",1494,906793,-6.84086403,0.05,A375,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1823",1494,905949,-5.61700761,0.05,A549,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1824",1494,684052,-7.18897722,0.05,A673,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1825",1494,905950,-5.47613518,0.05,ACHN,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1826",1494,1295740,-6.96622511,0.05,ALLSIL,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1827",1494,1295741,-4.04460006,0.05,AMO1,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1828",1494,910781,-3.37273015,0.05,AN3CA,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1829",1494,910702,-1.3523266,0.05,ASPC1,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1830",1494,910704,-4.75277927,0.05,AU565,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1831",1494,924104,-5.17169365,0.05,BCPAP,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1832",1494,910698,-5.55997419,0.05,BFTC909,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1833",1494,910706,-6.2905024,0.05,BL41,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1834",1494,910707,-3.09112361,0.05,BL70,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1835",1494,906801,-3.36745604,0.05,BT20,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1836",1494,946359,-1.54471118,0.05,BT474,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1837",1494,905951,-3.72653649,0.05,BT549,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1838",1494,906693,-4.02559213,0.05,BXPC3,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1839",1494,910700,-1.32910435,0.05,C2BBE1,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1840",1494,906830,-5.37362938,0.05,C32,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1841",1494,910850,-5.56081125,0.05,C3A,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1842",1494,753540,-1.95688842,0.05,CAL12T,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1843",1494,910916,-5.88076532,0.05,CAL27,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1844",,,,,CAL78,SN38,
"1845",1494,910852,-3.75236095,0.05,CAL851,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1846",1494,687777,-4.74356303,0.05,CALU3,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1847",1494,724859,-4.31654867,0.05,CALU6,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1848",1494,946382,-2.14564809,0.05,CAMA1,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
"1849",1494,910915,-1.18411118,0.05,CAPAN2,SN38,"7-Ethyl-10-Hydroxy-Camptothecin, Irinotecan, Camptosar"
